Date,Close
10/1/2019 16:00:00,9.08
10/2/2019 16:00:00,9.16
10/3/2019 16:00:00,9.09
10/4/2019 16:00:00,9.06
10/7/2019 16:00:00,8.95
10/8/2019 16:00:00,8.97
10/9/2019 16:00:00,8.89
10/10/2019 16:00:00,9.23
10/11/2019 16:00:00,9.41
10/14/2019 16:00:00,9.31
10/15/2019 16:00:00,9.45
10/16/2019 16:00:00,9.63
10/17/2019 16:00:00,9.78
10/18/2019 16:00:00,9.69
10/21/2019 16:00:00,9.86
10/22/2019 16:00:00,9.9
10/23/2019 16:00:00,9.91
10/24/2019 16:00:00,9.64
10/25/2019 16:00:00,9.85
10/28/2019 16:00:00,9.61
10/29/2019 16:00:00,9.41
10/30/2019 16:00:00,9.37
10/31/2019 16:00:00,9.31
11/1/2019 16:00:00,9.57
11/4/2019 16:00:00,9.51
11/5/2019 16:00:00,9.39
11/6/2019 16:00:00,9.49
11/7/2019 16:00:00,9.47
11/8/2019 16:00:00,9.46
11/11/2019 16:00:00,9.28
11/12/2019 16:00:00,9.12
11/13/2019 16:00:00,8.85
11/14/2019 16:00:00,8.8
11/15/2019 16:00:00,8.77
11/18/2019 16:00:00,8.72
11/19/2019 16:00:00,8.53
11/20/2019 16:00:00,8.46
11/21/2019 16:00:00,8.48
11/22/2019 16:00:00,8.56
11/25/2019 16:00:00,8.78
11/26/2019 16:00:00,8.76
11/27/2019 16:00:00,8.75
11/29/2019 13:00:00,8.71
12/2/2019 16:00:00,8.62
12/3/2019 16:00:00,8.62
12/4/2019 16:00:00,8.65
12/5/2019 16:00:00,8.78
12/6/2019 16:00:00,8.78
12/9/2019 16:00:00,8.69
12/10/2019 16:00:00,8.61
12/11/2019 16:00:00,8.74
12/12/2019 16:00:00,9.09
12/13/2019 16:00:00,9.15
12/16/2019 16:00:00,9.24
12/17/2019 16:00:00,9.3
12/18/2019 16:00:00,9.35
12/19/2019 16:00:00,9.38
12/20/2019 16:00:00,9.53
12/23/2019 16:00:00,9.6
12/24/2019 13:00:00,9.99
12/26/2019 16:00:00,9.98
12/27/2019 16:00:00,9.97
12/30/2019 16:00:00,9.84
12/31/2019 16:00:00,9.79
1/2/2020 16:00:00,9.74
1/3/2020 16:00:00,9.79
1/6/2020 16:00:00,9.71
1/7/2020 16:00:00,9.79
1/8/2020 16:00:00,9.81
1/9/2020 16:00:00,9.82
1/10/2020 16:00:00,9.95
1/13/2020 16:00:00,10
1/14/2020 16:00:00,9.94
1/15/2020 16:00:00,10.12
1/16/2020 16:00:00,10.52
1/17/2020 16:00:00,10.39
