Date,Close
10/1/2019 16:00:00,25.6
10/2/2019 16:00:00,24.74
10/3/2019 16:00:00,25.27
10/4/2019 16:00:00,25.49
10/7/2019 16:00:00,25.18
10/8/2019 16:00:00,24.66
10/9/2019 16:00:00,24.78
10/10/2019 16:00:00,24.99
10/11/2019 16:00:00,25.98
10/14/2019 16:00:00,25.25
10/15/2019 16:00:00,25.52
10/16/2019 16:00:00,25.5
10/17/2019 16:00:00,25.44
10/18/2019 16:00:00,25.56
10/21/2019 16:00:00,26.24
10/22/2019 16:00:00,26.41
10/23/2019 16:00:00,25.95
10/24/2019 16:00:00,25.71
10/25/2019 16:00:00,26.45
10/28/2019 16:00:00,26.13
10/29/2019 16:00:00,25.87
10/30/2019 16:00:00,26.25
10/31/2019 16:00:00,25.86
11/1/2019 16:00:00,26.29
11/4/2019 16:00:00,26.52
11/5/2019 16:00:00,26.95
11/6/2019 16:00:00,25.93
11/7/2019 16:00:00,27.07
11/8/2019 16:00:00,27.23
11/11/2019 16:00:00,26.68
11/12/2019 16:00:00,26.38
11/13/2019 16:00:00,26.03
11/14/2019 16:00:00,26.09
11/15/2019 16:00:00,26.76
11/18/2019 16:00:00,26.94
11/19/2019 16:00:00,26.95
11/20/2019 16:00:00,26.13
11/21/2019 16:00:00,25.77
11/22/2019 16:00:00,26.35
11/25/2019 16:00:00,26.69
11/26/2019 16:00:00,26.54
11/27/2019 16:00:00,27.02
11/29/2019 13:00:00,26.89
12/2/2019 16:00:00,25.89
12/3/2019 16:00:00,24.83
12/4/2019 16:00:00,25.54
12/5/2019 16:00:00,25.45
12/6/2019 16:00:00,25.53
12/9/2019 16:00:00,25.8
12/10/2019 16:00:00,25.53
12/11/2019 16:00:00,25.82
12/12/2019 16:00:00,26.34
12/13/2019 16:00:00,25.94
12/16/2019 16:00:00,25.48
12/17/2019 16:00:00,25.51
12/18/2019 16:00:00,25.94
12/19/2019 16:00:00,26.39
12/20/2019 16:00:00,26.71
12/23/2019 16:00:00,27.09
12/24/2019 13:00:00,26.74
12/26/2019 16:00:00,27.23
12/27/2019 16:00:00,26.88
12/30/2019 16:00:00,26.59
12/31/2019 16:00:00,26.97
1/2/2020 16:00:00,26.93
1/3/2020 16:00:00,26.92
1/6/2020 16:00:00,27.26
1/7/2020 16:00:00,27.52
1/8/2020 16:00:00,27.7
1/9/2020 16:00:00,27.38
1/10/2020 16:00:00,27.43
1/13/2020 16:00:00,28.1
1/14/2020 16:00:00,28.63
1/15/2020 16:00:00,28.56
1/16/2020 16:00:00,28.85
1/17/2020 16:00:00,28.89
1/21/2020 16:00:00,28.36
1/22/2020 16:00:00,27.65
1/23/2020 16:00:00,27.94
1/24/2020 16:00:00,27.29
1/27/2020 16:00:00,26.24
1/28/2020 16:00:00,26.4
1/29/2020 16:00:00,26.76
1/30/2020 16:00:00,26.64
1/31/2020 16:00:00,25.77
2/3/2020 16:00:00,26.03
2/4/2020 16:00:00,27.2
2/5/2020 16:00:00,28.39
2/6/2020 16:00:00,29
2/7/2020 16:00:00,27.97
2/10/2020 16:00:00,28.51
2/11/2020 16:00:00,28.58
2/12/2020 16:00:00,29.47
2/13/2020 16:00:00,28.83
2/14/2020 16:00:00,29.21
2/18/2020 16:00:00,28.1
2/19/2020 16:00:00,28.04
2/20/2020 16:00:00,28.81
2/21/2020 16:00:00,27.99
2/24/2020 16:00:00,25.55
2/25/2020 16:00:00,24.35
2/26/2020 16:00:00,23.52
2/27/2020 16:00:00,22.95
2/28/2020 16:00:00,23.45
3/2/2020 16:00:00,23.69
3/3/2020 16:00:00,23.36
3/4/2020 16:00:00,24.33
3/5/2020 16:00:00,22.22
3/6/2020 16:00:00,21.7
3/9/2020 16:00:00,18.43
3/10/2020 16:00:00,19.16
3/11/2020 16:00:00,17.57
3/12/2020 16:00:00,15.01
3/13/2020 16:00:00,16.23
3/16/2020 16:00:00,11.48
3/17/2020 16:00:00,13.19
3/18/2020 16:00:00,13.36
3/19/2020 16:00:00,12.71
3/20/2020 16:00:00,12.04
3/23/2020 16:00:00,10.58
3/24/2020 16:00:00,13.72
3/25/2020 16:00:00,14.9
3/26/2020 16:00:00,15.16
3/27/2020 16:00:00,13.91
3/30/2020 16:00:00,13.21
