Date,Close
4/17/2020 16:00:00,83.46
4/20/2020 16:00:00,83.1
4/21/2020 16:00:00,78.56
4/22/2020 16:00:00,79.98
4/23/2020 16:00:00,80.88
4/24/2020 16:00:00,81.43
4/27/2020 16:00:00,83.98
4/28/2020 16:00:00,81.18
4/29/2020 16:00:00,80.77
4/30/2020 16:00:00,79.34
5/1/2020 16:00:00,77.67
5/4/2020 16:00:00,76.86
5/5/2020 16:00:00,78.01
5/6/2020 16:00:00,77.12
5/7/2020 16:00:00,75.6
5/8/2020 16:00:00,76.4
5/11/2020 16:00:00,77.91
5/12/2020 16:00:00,77.19
5/13/2020 16:00:00,77.89
5/14/2020 16:00:00,80.05
5/15/2020 16:00:00,79.78
5/18/2020 16:00:00,79.72
5/19/2020 16:00:00,77.55
5/20/2020 16:00:00,76.89
5/21/2020 16:00:00,76.55
5/22/2020 16:00:00,76.37
5/26/2020 16:00:00,77.26
5/27/2020 16:00:00,77.55
5/28/2020 16:00:00,79.04
5/29/2020 16:00:00,80.72
6/1/2020 16:00:00,79.56
6/2/2020 16:00:00,80.84
6/3/2020 16:00:00,82.06
6/4/2020 16:00:00,81.55
6/5/2020 16:00:00,82.26
6/8/2020 16:00:00,82.9
6/9/2020 16:00:00,82.26
6/10/2020 16:00:00,81.77
6/11/2020 16:00:00,77.35
6/12/2020 16:00:00,76.3
6/15/2020 16:00:00,74.02
6/16/2020 16:00:00,76.97
6/17/2020 16:00:00,76.29
6/18/2020 16:00:00,76.22
6/19/2020 16:00:00,77.9
6/22/2020 16:00:00,76.75
6/23/2020 16:00:00,77.12
6/24/2020 16:00:00,75.87
6/25/2020 16:00:00,76.57
6/26/2020 16:00:00,75.19
6/29/2020 16:00:00,76.12
6/30/2020 16:00:00,77.33
7/1/2020 16:00:00,78.12
7/2/2020 16:00:00,78.78
7/6/2020 16:00:00,79.58
7/7/2020 16:00:00,78.72
7/8/2020 16:00:00,77.92
7/9/2020 16:00:00,76.69
7/10/2020 16:00:00,76.73
7/13/2020 16:00:00,77.35
7/14/2020 16:00:00,78.25
7/15/2020 16:00:00,79.44
7/16/2020 16:00:00,79.4
7/17/2020 16:00:00,79.87
7/20/2020 16:00:00,79.41
7/21/2020 16:00:00,78.89
7/22/2020 16:00:00,78.78
7/23/2020 16:00:00,78.06
7/24/2020 16:00:00,77.1
7/27/2020 16:00:00,78.93
7/28/2020 16:00:00,79.69
7/29/2020 16:00:00,79.35
7/30/2020 16:00:00,78.99
7/31/2020 16:00:00,80.24
8/3/2020 16:00:00,82.54
8/4/2020 16:00:00,81.67
8/5/2020 16:00:00,81.64
8/6/2020 16:00:00,81.05
8/7/2020 16:00:00,81.02
8/10/2020 16:00:00,80.91
8/11/2020 16:00:00,80.91
8/12/2020 16:00:00,82.68
8/13/2020 16:00:00,83.54
8/14/2020 16:00:00,83.48
8/17/2020 16:00:00,84.76
8/18/2020 16:00:00,84.56
8/19/2020 16:00:00,85.03
8/20/2020 16:00:00,85.03
8/21/2020 16:00:00,84.98
8/24/2020 16:00:00,85.42
8/25/2020 16:00:00,85.68
8/26/2020 16:00:00,85.54
8/27/2020 16:00:00,85.82
8/28/2020 16:00:00,85.65
8/31/2020 16:00:00,85.27
9/1/2020 16:00:00,84.43
9/2/2020 16:00:00,86.93
9/3/2020 16:00:00,85.49
9/4/2020 16:00:00,85.24
9/8/2020 16:00:00,83.33
9/9/2020 16:00:00,84.88
9/10/2020 16:00:00,83.57
9/11/2020 16:00:00,84.48
9/14/2020 16:00:00,84.16
9/15/2020 16:00:00,84.21
9/16/2020 16:00:00,85.57
9/17/2020 16:00:00,85.64
9/18/2020 16:00:00,85.81
9/21/2020 16:00:00,83.13
9/22/2020 16:00:00,82.94
9/23/2020 16:00:00,82.63
9/24/2020 16:00:00,83.15
9/25/2020 16:00:00,82.93
9/28/2020 16:00:00,82.76
9/29/2020 16:00:00,81.9
9/30/2020 16:00:00,82.95
